,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
611,belong,"[0.1555641456507146, -0.0343434601090848, -0.0004486177640501, 0.1350290234549902, 0.0627352721057832]","[0.1462769359345983, 0.0978617977411765, 0.2075568166569814, 0.2588715104536218, 0.2041399939992381]",0.719447153595459,0.42898987406171796,0.2924436417470116
612,below,[-0.0032143705466296],[0.0089579562672779],-1.0,0.0,0.0
613,best,"[0.0934694076422602, 0.0740095915971323, 0.0155226036440581, 0.0144101703626802, -0.0849535216111689]","[0.1571823815227266, 0.0440075805777655, -0.0257103015997075, -0.0280018661847392, 0.0128883418305998]",0.6455741741696749,0.5884646881848188,0.43100934404219454
614,better,"[-0.0431365559197729, -0.0181323890574276]","[0.0668500078748525, 0.0771388247034074]",-0.89658090025687,1.0,0.4433379287672072
615,between,[0.0164304323043325],[-0.0016392425323947],-1.0,0.0,0.0
616,bible,"[-0.1462385645136237, 0.0515999761410057, -0.1618831753730774, 0.0586675800441298, -0.1227657938434276, 0.0339231491088867, 0.0340137295424938, -0.0520709138363599]","[-0.0232339077805976, -0.0174584658625796, -0.1076501515105856, 0.0364647313449075, -0.0991410140657197, 0.1543414584437504, -0.014111716911677, 0.2147285226908321]",0.33440521984577454,0.4422724186593201,0.27268901534116696
617,bibles,[-0.0044919524807482],[0.0164100823858365],-1.0,0.0,0.0
618,bicycles,"[-0.0142710909713059, -0.2825683011615183, -0.1258475094509776, -0.4038430541695561]","[-0.0112811964764992, -0.1179654524381307, -0.130643020853641, -0.2159197603654382]",0.9665247732386634,0.8991168846942559,0.11871111957636782
619,big,"[0.1076617008948233, 0.1063070344680454, 0.1329678297042846, 0.0907039823941886]","[0.0423509513491491, 0.0113626349302364, 0.0384439646272397, 0.1564262763424467]",0.6797350513773249,-0.6308592878872721,0.3294412428408136
620,bigoted,[0.0387917328625917],[0.1721683986124867],1.0,0.0,0.0
621,bike,[-0.1695033033029176],[-0.0929400947470847],1.0,0.0,0.0
622,billions,[-0.0175586216239025],[-0.0157378280493296],1.0,0.0,0.0
623,birthday,[-0.0688524523866362],[0.0451757074975201],-1.0,0.0,0.0
624,black,"[0.0572437234222888, 0.1230029435828328, 0.0954469768330454, 0.1869305330328643, 0.2155476445332169, 0.2730277378577739, 0.3622424601344391, 0.3130664146738127, 0.1540796085027977, 0.3077313625253737, 0.0966681065037846, 0.2134568413021043, 0.1262963623739779, 0.1904762021149508, 0.0157146621495485, 0.2692399817169644, 0.4456282234750688, 0.217663676245138, 0.1786648463457822, 0.294644538545981, 0.1793849172536283, 0.1867536990248481, 0.0532599989091977, 0.2749990401789546, -0.0119968065991997]","[0.053169764359639, 0.0652694020715438, 0.2150757972230613, 0.1355021881449157, 0.2073331121576663, 0.1432029089414914, 0.3940505978849161, 0.2026900553727905, 0.1274534431475045, 0.2781762206717705, 0.1917406337351872, 0.1917406337351872, 0.1071242016729702, 0.3166546430128606, 0.309839180161801, 0.2399791207190193, 0.3192335050926801, 0.0881777657756557, 0.0963953263113599, 0.2603107817866794, 0.0634166442260226, 0.0505839184277639, 0.0095325484438227, 0.1744276290237487, 0.2511970684860228]",0.8619789395952465,0.4144313393133458,0.24501448971155942
625,blacks,"[0.1788102523423731, 0.1356965045270044, 0.325434704136569]","[0.0876467400092476, -0.006109057259954, 0.2212090201299545]",0.9227818394445437,0.9791881289860813,0.28595626278824676
626,blankets,[-0.0402128963032737],[-0.0089354641761297],1.0,0.0,0.0
627,blonde,[0.0687800127197988],[0.0413918961703976],1.0,0.0,0.0
628,blood,"[0.0271946707216557, 0.0765748402773169]","[0.032524167265354, 0.032524167265354]",0.9029749362730635,0.0,0.174327311848153
629,bloom,[-0.0205855306558078],[-0.0362507732021024],1.0,0.0,0.0
630,boarish,[-0.0471927777252858],[-0.0836112615188939],1.0,0.0,0.0
631,boat,[-0.0665056397556327],[-0.010605067209],1.0,0.0,0.0
632,bodegas,[-0.0065580916052567],[0.0139467445836962],-1.0,0.0,0.0
633,body,[0.0382696765009313],[0.1344541342933935],1.0,0.0,0.0
634,bold,"[-0.3044749444816261, 0.0086645395494997]","[-0.1985179344643605, 0.0247661897988262]",0.9954276365566482,1.0,0.0
635,bolivian,[0.0518825475592166],[0.0133894984969489],1.0,0.0,0.0
636,bolivians,[0.094479615567252],[-0.1384258911994804],-1.0,0.0,0.0
637,bombing,[0.3049889578251168],[0.247317521512816],1.0,0.0,0.0
638,book,"[-0.0383710055482677, -0.0767034152522683, 0.0446633276442298, -0.2546568153848056, 0.0046146737295202, -0.2840697357896715]","[-0.0118932388260661, 0.0026730281891106, 0.1673350952635632, -0.0868834888027445, -0.058956756105151, -0.1201923858480005]",0.6991498572590156,0.7582050454629257,0.17959460833295138
639,bookish,[0.0364184947684407],[0.1685791193767598],1.0,0.0,0.0
640,boorish,[0.1710803471505642],[0.2155067105013196],1.0,0.0,0.0
641,booth,[-0.0421557932568248],[-0.0191939107342722],1.0,0.0,0.0
642,border,"[0.0002516092208679, 0.0283368343807524]","[0.0067142015581957, -0.0458687486797877]",-0.9881308282491646,-1.0,0.8172515509150485
643,boring,"[0.0822200652328319, 0.1017634733580052]","[0.1122864010617661, 0.1210357930821719]",0.9976653747905684,1.0,0.02436321988495766
644,born,[0.0026858514174818],[0.0150848277265042],1.0,0.0,0.0
645,boss,[0.0471712937578558],[0.0331244442385439],1.0,0.0,0.0
646,bossy,[0.6122205499559641],[0.4387831048891152],1.0,0.0,0.0
647,both,"[-0.0710098450072109, -0.0894379580568056, -0.0173657392151653]","[-0.0457295427247487, -0.0885978560410788, 0.0118269115859318]",0.9455195380773171,0.981868664667686,0.07804857439825737
648,bottle,[-0.0739719672710634],[-0.0346941795663209],1.0,0.0,0.0
649,bought,"[0.1354337312513962, 0.1243094084784388]","[0.1400422301786767, 0.0919871207397181]",0.9870002774144176,1.0,0.05857622338479543
650,box,[-0.0895139241911238],[-0.0284005718205229],1.0,0.0,0.0
651,boxer,"[0.0178828057833015, -0.1343870805576443, 0.0054534086957573, 0.0516860041534528, 0.0566726241959258, -0.0360680495723499]","[-0.0442154390335691, -0.1489098814828926, -0.0668461274726233, -0.1931974490936973, 0.0264295885020586, 0.001172080745295]",0.2500734598602804,0.24934146854479533,0.34402218221364267
652,boy,"[0.019953969924245, 0.0287159009603783, 0.0272048888728022, -0.0284876176156103, 0.0718065014516469, -0.01706133922562, 0.0043287267908453, 0.065819737734273, 0.0732289594598114, -0.0170938153751194, -0.0203796105924993, 0.0436113059986382, 0.0749975037761032, 0.011877194592671]","[0.0029174303967092, 0.0189516990222417, -0.0048086618193511, -0.0634423544699245, 0.0059518597753738, 0.0377082870416446, -0.0441767161608097, -0.0830331973722959, -0.0037294002609882, -0.1196460486552699, -0.0005119145563439, -0.0075307451807396, -0.0855269006056894, -0.0070761528873357]",-0.27884815750460556,-0.003541158396179661,0.3299871719114189
653,boyfriend,"[0.1245750191737897, 0.1103191261645406, -0.0450936885317787, -0.0109605227131396, 0.1232994722668081, 0.1029671271098777, -0.0506398191209882, 0.005738503561588, -0.0056814439594745, 0.1182499907445162]","[0.0968353576303813, -0.0277381634523952, -0.0436624363543056, -0.0430778942401028, 0.1092620056872287, 0.0941695510946754, -0.0082495423964962, -0.0273377807194672, 0.0015542369061023, 0.0835290886235603]",0.8072738070753899,0.7826001905083121,0.2654612671438383
654,boys,[0.1092866728431545],[0.0065495521075753],1.0,0.0,0.0
655,brahmins,[0.2995174806565046],[0.3840134636226854],1.0,0.0,0.0
656,brand,[-0.023880013541202],[0.0298385690975033],-1.0,0.0,0.0
657,brash,[0.0344592285109683],[0.0211438179772664],1.0,0.0,0.0
658,brave,[0.1818804654758423],[0.1118759127064989],1.0,0.0,0.0
659,bread,[-0.0968517544242786],[0.0038701005792182],-1.0,0.0,0.0
660,break,[-0.0094238762540044],[0.1279011636020197],-1.0,0.0,0.0
661,breaker,[0.0182422348734689],[0.0640198369439062],1.0,0.0,0.0
662,breaking,[0.0034435791894793],[0.1279594627330993],1.0,0.0,0.0
663,breed,[0.0609210994443856],[0.0293442420605239],1.0,0.0,0.0
664,breeding,[0.0484447398921474],[0.0215547915120074],1.0,0.0,0.0
665,breeze,[-0.0812487466318998],[-0.0636376927564252],1.0,0.0,0.0
666,bride,"[-0.1044215667498065, 0.0956370413769036, -0.0384740480221807, 0.0105679795378819, 0.175912429112941, -0.0164739997126162]","[-0.0312972849462901, 0.0831134509620066, 0.005603462687972, 0.0549241660379211, 0.1275588436051788, -0.05774321760752]",0.8704062862437552,0.8805133103026237,0.24874033020706868
667,britain,[-0.0034575350582599],[0.0172059805083763],-1.0,0.0,0.0
668,british,"[0.0148663436993956, 0.1929778549820184]","[-0.079748238332719, 0.1768073252386835]",0.8772908513975667,1.0,0.15953848832632883
669,brother,"[0.1781897563487291, 0.0293666631914675, 0.0450925568584352, 0.0280502086970955, 0.11228485009633]","[0.1575592825250879, -0.1659572279340302, 0.0749393653344119, -0.0200460012948869, 0.0321593856508259]",0.5545694422030917,0.7421932975523006,0.23499068493612552
670,brought,[0.0993931139892083],[-0.0352341060527367],-1.0,0.0,0.0
671,brown,"[0.2845037186925765, 0.2157721435651183, 0.3140389255713671]","[0.2588154383715453, 0.0411060785400625, 0.0515204530935376]",0.7770295697701997,0.2655385657902108,0.2789476036485333
672,brutal,[0.1803762124618515],[0.0542842662568638],1.0,0.0,0.0
673,bucket,[-0.1431167764385463],[0.0002778231596139],-1.0,0.0,0.0
674,build,[0.178156373440288],[0.1396526283259445],1.0,0.0,0.0
675,building,"[0.018914744752692, -0.0829118189431028]","[-0.0045378598263016, 0.0441367178879819]",-0.9925868412858563,-1.0,0.8325546111576977
676,built,[0.0526731555582955],[0.0864259407818561],1.0,0.0,0.0
677,bum,[0.0760932514676824],[0.1462118098364804],1.0,0.0,0.0
678,bumps,[-0.0835699729796033],[-0.021647684194192],1.0,0.0,0.0
679,bunch,[-0.0031438645673915],[0.0051420435364391],-1.0,0.0,0.0
680,burgers,[-0.0532779983550426],[0.0283595901720392],-1.0,0.0,0.0
681,burglarized,[0.5091774955799337],[0.5462701973365388],1.0,0.0,0.0
682,bus,"[-0.0129582788504194, -0.0515631011148798, -0.0517718931369017, -0.0112394839234184]","[0.0129247077285274, -0.027630386021986, -0.0343196121653546, 0.016802258962371]",0.7752981432676352,0.9946927544231687,0.134065512661282
683,business,"[0.0192661903565749, -0.0206098558846861, 0.0800386061115811, -0.0352642630896298, -0.0290556371764978, 0.0228355402941815]","[0.016533977009637, 0.2188705293490238, 0.041607678860076, 0.1040952493152812, 0.0295143162318702, 0.0242901651608312]",-0.1957453487120221,-0.4393792500570151,0.5648549272289322
684,businesses,[0.0199449891224503],[0.0636969321142685],1.0,0.0,0.0
685,busy,"[0.1727118266571778, 0.2356282072723843, -0.0055972300469875]","[0.019718009212037, 0.0769700452696505, 0.6205471561631343]",0.09884044066824357,-0.9425647038288306,0.7020535144953195
686,but,"[0.1042479015886783, 0.0536183293443173, 0.0079328776337206, -0.0702243582345545, 0.0215670166071504, -0.0095088519155979, -0.0011577494442462, 0.0179490441805683, 0.0703288428485393, -0.0104512963443994, -0.009606103063561, -0.0010088717390317, 0.0010164836421608, 0.009269768372178, -0.0006863215239718, -0.0020009358413517, 0.0439410209655761, -0.0320339393801987]","[-0.03385036929026, -0.0239826332209132, -0.0379566202281649, -0.1009666522808882, 0.0082999157507357, -0.0097390796208401, -0.1120198648789498, 0.0075344954114465, 0.013943092299895, -0.0207064833204138, -0.0552641293965794, -0.0552641293965794, 0.0323257666084013, 0.0308157652215974, -0.0062721232957068, -0.0037337858490643, -0.0309098205738014, 0.0111764856365596]",0.0919426925122303,0.26440047919191023,0.21489615060089384
687,butcher,"[0.3031234894879162, 0.1035652277059853]","[0.3536498086355485, -0.0492089033742108]",0.8927049173070768,1.0,0.3123759318283203
688,buying,[0.0492505985312163],[-0.0329095111534677],-1.0,0.0,0.0
689,by,"[-0.0311727039515972, -0.0109014264307916, -0.0331032871035859, -0.0124603298027068, 0.0843303606998233, 0.0377746882950305, 0.0177860110998153, 0.1019951472990214, 0.0272746589616872, -0.0584520643751602, -0.00034413440153, 0.0213225739717017, -0.015855012461543, 0.0133748286170884, 0.0358821179252117, -0.2398664897773414, 0.0192220739554613, 0.0030411293264478, -0.0034598161146277, 0.1056168677750974, -0.0148858411121182, 0.0006671500741504, -0.0204806546680629, -0.0439965605910401, -0.0249772132810903, -0.1148254675790667, -0.0595809556543827, 0.0002478440292179, -0.0163647029403364, 0.0376537886331789, -0.0149906912411097, -0.0219358061585808, -0.0178206987620797]","[-0.0034924522579587, 0.0195016006660784, 0.0412838815060579, -0.0021469382565889, 0.0934589623313618, 0.0480937659159908, 0.02190347439849, 0.0585989191858826, 0.0020429818537528, -0.0196123716463999, 0.0433504537010859, 0.0255574797949527, 0.0116619945435298, 0.1039613331727935, 0.0030790566434521, -0.0911708777444059, 0.0510171138970607, 0.0510171138970607, -0.0235904539026059, 0.0599861506996469, -0.0595051571887662, -0.0386806849975328, 0.1197649534726607, -0.0231008313642273, -0.0242051800750383, 0.0101892954913103, 0.0269094357823426, -0.0199506242381883, -0.0097813946147946, 0.0640170927969786, 0.003157976145769, -0.0851746368218111, -0.0347140834180014]",0.49520432164161854,0.5497980292098895,0.15095090771513497
690,cake,[-0.0991681472951313],[-0.0064862929120409],1.0,0.0,0.0
691,calculator,"[-0.0966340459272032, 0.0001834619615692]","[-0.0449256072407842, -0.0556968534037953]",0.6263480294332159,-1.0,0.8325546111576977
692,calculus,[-0.0100904595763293],[-0.0002547333024519],1.0,0.0,0.0
693,call,[-0.0522248752386076],[-0.0198399015055094],1.0,0.0,0.0
694,called,"[0.0765210846439004, 0.1391646200791001, 0.0925874072127044]","[0.044554456290207, 0.1306604770445796, 0.1071683489979437]",0.9809425848647414,0.8624739250859758,0.08616562786007578
695,calm,"[-0.0996874647244112, 0.0430752071551978]","[-0.0152941158727244, 0.1454517694172068]",0.49047543671047034,1.0,0.0
696,came,"[0.0194124592817388, 0.019672081049066, -0.00414704461582, -0.0158980833366513, 0.0512807377672288]","[0.0269476840921909, 0.0535171065069518, 0.0466384150226926, 0.0405270362193731, -0.003090667409751]",0.11120798165295553,-0.7493941033758953,0.5237207281538965
697,camels,[-0.0655723591335117],[-0.0610682825563804],1.0,0.0,0.0
698,can,"[-0.0682791679282672, -0.1905754829058423, -0.115251722629182, -0.0201275907602394, -0.0015968468505889, -0.0333670840336708, 0.0085488499171333, -0.1879785637138411, -0.0638526957482099, -0.0777144309831783, -0.0510399441700428, -0.0095552327111363, -0.0140969357744324, -0.0060851432499475, -0.0259227361530065, 0.0095848703203955, -0.0376256789604667, -0.0148096587508916, -0.0136498900392325, 0.0014451811439357, -0.0356754028471186, -0.0210003661632072, -0.0799159063026309]","[-0.1138730182185756, -0.0793625797523342, -0.0791429113659943, -0.0119336287936287, 0.0312217572322858, -0.0592840835633316, 0.0207238416683982, -0.1932901015824137, -0.0040678197023742, 0.0736971776011748, 0.0011941901484475, 0.0336281059885115, 0.0001997063396867, -0.0272076405351421, 0.0511447710704318, 0.0183604018727723, -0.009290084365536, -0.0119701949001727, -0.0014717327125995, 0.0650231588134583, -0.0295761156081428, -0.0315735767141524, 0.1570547755538983]",0.4790434578745254,0.5246246330319038,0.14998453364130546
699,canals,[-0.0645966150332242],[0.0300958188348337],-1.0,0.0,0.0
700,candidates,[-0.0124958551023155],[0.0008762157839989],-1.0,0.0,0.0
701,candles,[-0.0747449518530629],[-0.211367692219271],1.0,0.0,0.0
702,cannot,"[0.2469128836819436, 0.0129850369994528, -0.0724527416750788]","[0.3439193509626143, -0.0112770397016307, -0.1852364059104289]",0.9752112721786436,0.9977541360442046,0.03058908452060535
703,cape,[0.0099432490533217],[-0.0420059621914462],-1.0,0.0,0.0
704,capita,[-0.0024259095662273],[-0.1332272047991867],1.0,0.0,0.0
705,captivating,[0.0747756548225879],[0.0107347919594906],1.0,0.0,0.0
706,captivity,[-0.060768948867917],[-0.0055301760140323],1.0,0.0,0.0
707,car,"[-0.080290165162296, -0.1102242179695167, -0.136173301943927]","[-0.0103288719717913, 0.0686992010759888, -0.0578568635236985]",0.06517520851094002,0.33322794835232644,0.2944896736330467
708,card,[-0.0971264018153306],[-0.0050040438587318],1.0,0.0,0.0
709,care,"[-0.0893475604243576, 0.0625830827630125, 0.0389163841027766, -0.0559262314345687, -0.0104429218336008, -0.0364695986500009]","[0.0193565152012806, 0.0085486803526851, 0.1505479931677937, 0.0159101240026305, 0.0207132273874352, -0.0286140191319621]",0.21874245188568256,0.4196858711714468,0.37378039882453024
710,career,"[0.060768183786422, 0.227948814863339, -0.0458938364026835]","[0.0808813756937751, 0.333911372993359, -0.0667848386843631]",0.9997477658171326,0.9997178058413069,0.008736962306514296
711,careers,[-0.0172215048369253],[0.0151964562740888],-1.0,0.0,0.0
712,careful,[0.0534846539143472],[0.056969962805181],1.0,0.0,0.0
713,caretaker,[-0.1402971526258625],[-0.1409387346944565],1.0,0.0,0.0
714,caring,"[-0.0695110417436808, 0.0824037715792656]","[0.078034460334002, 0.1628441527680085]",0.4106767301001491,1.0,0.3578104682246023
715,carpenter,[0.1450384659692645],[0.1574130652360696],1.0,0.0,0.0
716,carpeting,[-0.1165665224689291],[-0.0541064349836711],1.0,0.0,0.0
717,carried,"[0.09293270931812, 0.0940645451191812]","[0.0916213001773119, -0.0042477991006612]",0.6691141595374005,-1.0,0.46629068669944096
718,case,"[-0.0344593515619635, 0.0292911803553579]","[-0.0138086515413113, -0.0011088478600801]",0.707645927174614,1.0,0.0
719,cashier,"[-0.0398035421967506, 0.0359696780797094, 0.0003060931339859, 0.1184818745823577]","[0.0559675751507275, -0.0200337812120844, 0.0979949824105091, 0.0392242778675003]",0.10973921560472534,-0.3284521903968751,0.5302357990633948
720,cat,"[-0.0066217775311088, -0.0524150112323695]","[-0.0126139056633003, -0.0299138633500427]",0.9628631759828759,1.0,0.0
721,category,[0.0376632418483495],[-0.0245790194084935],-1.0,0.0,0.0
722,catty,[0.0153884766623377],[0.1078366152280903],1.0,0.0,0.0
723,caught,"[0.1307292638957733, 0.0368880177265964]","[0.1186070059420814, 0.071062608796851]",0.9651530742879549,1.0,0.12009375537778884
724,caused,"[0.0879700530786067, 0.0373553491663187]","[0.0801296852539309, 0.0122532608389744]",0.9689567274101923,1.0,0.14376719281493494
725,celibate,[0.0594696709886193],[0.0556091876237528],1.0,0.0,0.0
726,central,[-0.0418035979673732],[-0.0192092983494788],1.0,0.0,0.0
727,centuries,[0.0602055925701279],[0.0231243590482416],1.0,0.0,0.0
728,certainly,"[-0.0421371145639568, 0.0030097058042883]","[0.0349040272264303, -0.1064423854075997]",-0.3784964032024592,-1.0,0.8325546111576977
729,cerveza,[-0.0457142802188172],[0.0508357807923087],-1.0,0.0,0.0
730,challenged,[0.0096865462255664],[-0.0542734691792529],-1.0,0.0,0.0
731,challenges,"[0.0102320804726332, -0.048519581061555, -0.048605105781462]","[0.0286394901129493, -0.0471110955425027, -0.0329225778138372]",0.9372585777704435,0.9841364080702206,0.24186667012619265
732,challenging,[0.0135248602600768],[0.0245865510624568],1.0,0.0,0.0
733,changed,[0.1067601495306007],[0.0399394930652163],1.0,0.0,0.0
734,chapel,[-0.1663287406845484],[-0.135847557193827],1.0,0.0,0.0
735,character,[0.0672313901886809],[0.0254995447884955],1.0,0.0,0.0
736,characteristics,[-0.0381021893117576],[0.0139135171068449],-1.0,0.0,0.0
737,charge,[0.0200101526570506],[0.0687665388369591],1.0,0.0,0.0
738,charismatic,[-0.0288393578957766],[-0.0382864876552952],1.0,0.0,0.0
739,charmers,[-0.0057314779842272],[0.0549090912215409],-1.0,0.0,0.0
740,charming,[0.1487825019285082],[0.2588080954991589],1.0,0.0,0.0
741,cheap,[0.4325592871755361],[0.3183462645134514],1.0,0.0,0.0
742,cheaters,[0.584355067461729],[0.4920083465258863],1.0,0.0,0.0
743,cheating,"[0.6270115647930652, 0.3169242965523153]","[0.5827457195851637, 0.1738408213398992]",0.984183655158902,1.0,0.08338877946830577
744,cheese,[-0.102655924114515],[-0.116651810338634],1.0,0.0,0.0
745,chef,"[0.0955423708073794, 0.0328725918661803, -0.1686514327302575]","[0.0960314148885063, 0.0193069193206843, -0.1202132112369061]",0.9867900552047983,0.9917553625285285,0.0291259447171619
746,chefs,[-0.0080274301581084],[0.0282667937748932],-1.0,0.0,0.0
747,chess,"[0.0422707060351967, 0.0763282449916005]","[0.1584587138370252, 0.1247958666041532]",0.9218654258739133,-1.0,0.14457757762371082
748,chicken,"[-0.2366399615711998, -0.0575638840527972]","[-0.0725749665682944, -0.0347233064549479]",0.9785208097364738,1.0,0.0
749,chief,[0.0177578941802494],[0.013034187623872],1.0,0.0,0.0
750,child,"[-0.0320331324473954, 0.0591073523974046]","[0.0067917647289306, 0.0197387921760065]",0.676325557345732,1.0,0.31328970189385713
751,childhood,[-0.0525968937436118],[-0.0122870434720755],1.0,0.0,0.0
752,children,"[0.0433314652764238, 0.0560466768220067, -0.1842091071885079, -0.0716474478249438, -0.0211405440932139, -0.1417329534888267, 0.021645815577358, -0.0344103580282535, -0.3277737726457417, -0.0055282465182244, -0.2155222569417674]","[0.0199826293006925, 0.0133776421119267, -0.0420969649980916, 0.0181540501173085, -0.0216796452237431, -0.0596542981267882, 0.0950128962650687, 0.0721185098667759, -0.2387670782239788, -0.0233373206907094, -0.0743888049777749]",0.8159167197951465,0.8444440864412958,0.08917100122653485
753,chile,[-0.0583489250857383],[0.00210164413185],-1.0,0.0,0.0
754,china,"[-0.0102590906899422, -0.0846907753730192]","[-0.0271455228174581, 0.0487559298150567]",-0.8088693860070165,-1.0,0.8325546111576977
755,chinese,"[0.2340084292227402, 0.176406112499535]","[0.2017934485445603, 0.0870400608332135]",0.9716377933013433,1.0,0.09450197235712719
756,chocolate,[-0.1422176914638839],[-0.0761846041867188],1.0,0.0,0.0
757,choose,"[0.0058296142378821, -0.2224425040185451]","[0.0352461225668945, -0.0739817633767913]",0.913739359947001,1.0,0.0
758,chose,[0.0431177737773396],[0.0957559163626847],1.0,0.0,0.0
759,christian,"[-0.0381482420489192, -0.1833063336089253, 0.1451792488805949, 0.0139014730229973, -0.2424778287531808, 0.0402514927409356]","[-0.024678727728141, -0.2502302061869677, 0.1819259268502428, -0.0302275718437086, -0.1496577098466948, 0.0743522853628711]",0.9272415129159907,0.9256481936319251,0.21325817522208373
760,chunk,[-0.0367080133000854],[-0.0146221896088132],1.0,0.0,0.0
761,church,"[0.0423681420506909, 0.0259831415460212, -0.1703337581129744, 0.1179280179785564, -0.2223055253562051, 0.1135418477933853, -0.092667465127306, -0.0654477700591087, -0.1366987503133714, -0.0227172633167356, 0.0137749278219416]","[0.0426548305634196, 0.0221928540372995, -0.1465593318742732, 0.1337787326482738, -0.1357865229169806, 0.1371164604969038, -0.2131612653123418, 0.0215261889017986, -0.090635358692714, 0.0525856897982143, 0.0411709089365259]",0.8576813204872502,0.8733868252342494,0.1922625498604951
762,cigar,[-0.0091322568478062],[0.0238673263104569],-1.0,0.0,0.0
763,cigarette,[-0.0576593384030275],[0.0255491513778929],-1.0,0.0,0.0
764,cigarettes,[-0.2065858476198627],[-0.1655402169730038],1.0,0.0,0.0
765,circus,[0.0671864314645063],[0.029522626039299],1.0,0.0,0.0
766,citizen,"[-0.057497420348227, 0.0167635625693947]","[-0.071908421755646, -0.0142539259141427]",0.8872827826011327,1.0,0.0
767,citizens,"[-0.0776615829672664, -0.0332150012254715]","[0.0195121736858268, -0.0158228592578789]",-0.46646025296695426,-1.0,0.8325546111576977
768,city,[-0.2027309538098052],[-0.0016014344821067],1.0,0.0,0.0
769,civil,"[-0.0164110544137656, -0.0337681225501]","[-0.0129508743807655, -0.0467114084700987]",0.9834982469778458,1.0,0.0
770,civility,[0.1251755729317665],[0.2007903446371573],1.0,0.0,0.0
771,clammy,[-0.1981486202566884],[-0.093649397028582],1.0,0.0,0.0
772,class,"[0.1208292071241885, 0.1296904715709388, 0.0471915096859447, 0.0705717634409666, -0.0654698573052883]","[0.1128751997713036, 0.066153854586577, 0.103829187713203, -0.0728584249475797, -0.0094736105008625]",0.5977946694504463,0.41957061049467526,0.35387829144250715
773,classes,[-0.0106431345921009],[-0.0218704232888325],1.0,0.0,0.0
774,classist,"[-0.0243343662004917, 0.0544742487836629, 0.0545134646818041]","[-0.0172564101676021, 0.1501266508384971, 0.1501266508384971]",0.974849410442138,0.9999999071905786,8.794384414011139e-05
775,classmate,"[-0.0100553301272157, 0.0056198150268755]","[0.0076305318969292, -0.0549374022062321]",-0.6033173860592583,-1.0,0.8325546111576977
776,classmates,"[0.0616837777197361, 0.0581610352965071]","[0.0552484042559908, 0.0172026984633358]",0.8986310411816834,1.0,0.183821899777396
777,classroom,"[-0.0794212847249582, -0.1077792307478375]","[-0.1085130817720002, -0.0301054968378663]",0.7868492647772872,-1.0,0.8325546111576977
778,clean,"[-0.037773990057758, -0.100308355918969, 0.0147473519318737, -0.2434621249121846, -0.0261804230976849]","[0.0260505157428988, -0.0458529730462847, 0.0193746007347772, -0.1706452251734582, 0.0450310842503853]",0.8928136459573603,0.9644650432996738,0.043310182206897294
779,cleaner,"[-0.1267434498295188, -0.0773363836342468]","[0.002246344472602, -0.0585345638727291]",0.48775304531011904,-1.0,0.8325546111576977
780,cleans,"[0.0105025449302047, 0.1699860126973362]","[-0.0029515453414597, 0.2540958075522871]",0.9973131700679015,1.0,0.14353730148472574
781,clear,[-0.0604590498842299],[0.035587830933114],-1.0,0.0,0.0
782,cleared,[-0.0406831737200263],[0.0437862745892835],-1.0,0.0,0.0
783,clerk,"[0.0490529835224151, 0.0663507725694216]","[0.0133906797999254, -0.0308114231704488]",-0.5005250312522384,-1.0,0.5088587584678183
784,client,[-0.0111784025793895],[-0.0308162512558025],1.0,0.0,0.0
785,clients,[0.0351470562818576],[-0.0018833594956628],-1.0,0.0,0.0
786,clock,"[-0.1941773086291505, -0.291092615108937]","[-0.2220604801212898, -0.1898618727385994]",0.962390205532106,-1.0,0.8325546111576977
787,close,"[0.0102363401092588, -0.0511269311537034]","[-0.0548888043585782, -0.0063263744841274]",-0.08275514665241594,-1.0,0.8325546111576977
788,closed,"[0.002037200203631, -0.1042937765741953]","[0.0800929218285522, -0.0085046403754314]",0.12499130337942577,1.0,0.0
789,closely,[-0.0018749670125544],[-0.1050398988183498],1.0,0.0,0.0
790,clothes,[-0.0110874484380474],[0.0769651258443561],-1.0,0.0,0.0
791,cloud,"[0.0347370256786234, -0.1654727450804785, -0.0860799603397026]","[-0.2106731400556793, -0.059631161740471, -0.028197421864181]",0.11881249886738554,-0.8437721971560321,0.6529296216552903
792,clouds,"[-0.2509245628752978, -0.005438316904474, -0.0384528886061161]","[-0.1029911332298094, -0.0440923634090801, -0.0202601379999295]",0.929223692004396,0.9179873779631583,0.08518343361613448
793,clowns,[-0.0320240970468148],[0.0104680410217048],-1.0,0.0,0.0
794,club,[0.0645167231559753],[0.0779945162970298],1.0,0.0,0.0
795,clumsy,[0.0049419017450418],[0.0266230844789827],1.0,0.0,0.0
796,co,[-0.010667277558241],[-0.039473254772129],1.0,0.0,0.0
797,coach,"[-0.0606663168291561, 0.1011026508640497, 0.0122240677592344, -0.0094980946741998]","[-0.0632107842250236, 0.1455967560665768, -0.0014280126276177, 0.0131565708718067]",0.9720959204034465,0.9776294870216762,0.06906878233299048
798,coal,[-0.1949429976993997],[-0.1461364929387285],1.0,0.0,0.0
799,coke,[-0.0678751054001622],[0.0056828413652815],-1.0,0.0,0.0
